Date,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Month,Year,Year_Month
2022-03-02,US,United States of America,AMRO,78024,78315443,2112,945729,03,2022,2022-03
2022-03-03,US,United States of America,AMRO,64186,78379629,1898,947627,03,2022,2022-03
2022-03-04,US,United States of America,AMRO,54437,78434066,1488,949115,03,2022,2022-03
2022-03-05,US,United States of America,AMRO,52300,78486366,1269,950384,03,2022,2022-03
2022-03-06,US,United States of America,AMRO,45952,78532318,1502,951886,03,2022,2022-03
2022-03-07,US,United States of America,AMRO,13051,78545369,252,952138,03,2022,2022-03
2022-03-08,US,United States of America,AMRO,8026,78553395,273,952411,03,2022,2022-03
2022-03-09,US,United States of America,AMRO,61889,78615284,1528,953939,03,2022,2022-03
2022-03-10,US,United States of America,AMRO,32371,78647655,1669,955608,03,2022,2022-03
2022-03-11,US,United States of America,AMRO,49251,78696906,1942,957550,03,2022,2022-03
2022-03-12,US,United States of America,AMRO,42517,78739423,1294,958844,03,2022,2022-03
2022-03-13,US,United States of America,AMRO,47586,78787009,1742,960586,03,2022,2022-03
2022-03-14,US,United States of America,AMRO,6907,78793916,117,960703,03,2022,2022-03
2022-03-15,US,United States of America,AMRO,0,78793916,0,960703,03,2022,2022-03
2022-03-16,US,United States of America,AMRO,71241,78865157,-2094,958609,03,2022,2022-03
2022-03-17,US,United States of America,AMRO,26331,78891488,1585,960194,03,2022,2022-03
2022-03-18,US,United States of America,AMRO,40834,78932322,741,960935,03,2022,2022-03
2022-03-19,US,United States of America,AMRO,35744,78968066,2193,963128,03,2022,2022-03
2022-03-20,US,United States of America,AMRO,31694,78999760,1070,964198,03,2022,2022-03
2022-03-21,US,United States of America,AMRO,0,78999760,0,964198,03,2022,2022-03
